head_k,query_id,query_text,tau_method,head_mean,tail_mean,tail_std,tail_to_head_ratio,tail_cv,tail_decay_rate,n_tail_items,total_items
3,1,integer overflow leading to heap corruption in video codec,Cosine (τ=1.0),0.874024,0.856441,0.004470,0.979882,0.005220,0.000651,22,25
3,1,integer overflow leading to heap corruption in video codec,hybrid (τ=0.72),0.907680,0.895973,0.003010,0.987102,0.003360,0.000445,22,25
3,1,integer overflow leading to heap corruption in video codec,taumode (τ=0.42),0.946120,0.939286,0.001750,0.992777,0.001864,0.000256,22,25
3,2,symlink attack in installer cleanup routine,Cosine (τ=1.0),0.838915,0.824736,0.004942,0.983098,0.005992,0.000758,22,25
3,2,symlink attack in installer cleanup routine,hybrid (τ=0.72),0.883941,0.872833,0.002930,0.987434,0.003357,0.000423,22,25
3,2,symlink attack in installer cleanup routine,taumode (τ=0.42),0.932183,0.925665,0.001764,0.993008,0.001906,0.000255,22,25
3,3,privilege escalation via writable system service configuration,Cosine (τ=1.0),0.801188,0.783967,0.004439,0.978506,0.005662,0.000698,22,25
3,3,privilege escalation via writable system service configuration,hybrid (τ=0.72),0.832463,0.816000,0.005283,0.980224,0.006475,0.000853,22,25
3,3,privilege escalation via writable system service configuration,taumode (τ=0.42),0.895262,0.883964,0.002259,0.987380,0.002556,0.000363,22,25
3,4,memory disclosure via uninitialized stack buffer,Cosine (τ=1.0),0.830855,0.819049,0.002419,0.985790,0.002953,0.000356,22,25
3,4,memory disclosure via uninitialized stack buffer,hybrid (τ=0.72),0.850552,0.829884,0.004587,0.975701,0.005528,0.000819,22,25
3,4,memory disclosure via uninitialized stack buffer,taumode (τ=0.42),0.909642,0.893137,0.004810,0.981855,0.005385,0.000669,22,25
3,5,buffer underflow in font parsing component,Cosine (τ=1.0),0.822391,0.815298,0.003380,0.991375,0.004145,0.000462,22,25
3,5,buffer underflow in font parsing component,hybrid (τ=0.72),0.862955,0.848238,0.004508,0.982946,0.005314,0.000689,22,25
3,5,buffer underflow in font parsing component,taumode (τ=0.42),0.913411,0.907083,0.001966,0.993072,0.002167,0.000308,22,25
3,6,out-of-bounds read in PDF rendering engine,Cosine (τ=1.0),0.812363,0.799277,0.004096,0.983892,0.005125,0.000673,22,25
3,6,out-of-bounds read in PDF rendering engine,hybrid (τ=0.72),0.864873,0.855218,0.003154,0.988836,0.003688,0.000518,22,25
3,6,out-of-bounds read in PDF rendering engine,taumode (τ=0.42),0.921135,0.915507,0.001849,0.993890,0.002020,0.000304,22,25
3,7,LDAP injection in enterprise directory search feature,Cosine (τ=1.0),0.772421,0.746268,0.004624,0.966141,0.006197,0.000838,22,25
3,7,LDAP injection in enterprise directory search feature,hybrid (τ=0.72),0.836090,0.815493,0.003904,0.975365,0.004788,0.000720,22,25
3,7,LDAP injection in enterprise directory search feature,taumode (τ=0.42),0.904307,0.892282,0.002281,0.986703,0.002556,0.000419,22,25
3,8,local privilege escalation via race condition in kernel,Cosine (τ=1.0),0.891783,0.879507,0.002402,0.986234,0.002731,0.000406,22,25
3,8,local privilege escalation via race condition in kernel,hybrid (τ=0.72),0.896905,0.890643,0.002649,0.993018,0.002974,0.000374,22,25
3,8,local privilege escalation via race condition in kernel,taumode (τ=0.42),0.936798,0.931257,0.002310,0.994085,0.002480,0.000317,22,25
3,9,host header injection in password reset workflow,Cosine (τ=1.0),0.824504,0.813934,0.003308,0.987180,0.004064,0.000508,22,25
3,9,host header injection in password reset workflow,hybrid (τ=0.72),0.872786,0.864533,0.002346,0.990544,0.002713,0.000353,22,25
3,9,host header injection in password reset workflow,taumode (τ=0.42),0.925751,0.920902,0.001383,0.994762,0.001502,0.000205,22,25
3,10,insecure direct object reference IDOR in invoice download,Cosine (τ=1.0),0.853608,0.841414,0.003632,0.985715,0.004317,0.000466,22,25
3,10,insecure direct object reference IDOR in invoice download,hybrid (τ=0.72),0.872027,0.857006,0.004834,0.982774,0.005641,0.000715,22,25
3,10,insecure direct object reference IDOR in invoice download,taumode (τ=0.42),0.920680,0.909588,0.003153,0.987952,0.003467,0.000494,22,25
3,11,sensitive information disclosure in cloud metadata service,Cosine (τ=1.0),0.868909,0.857482,0.002129,0.986848,0.002483,0.000406,22,25
3,11,sensitive information disclosure in cloud metadata service,hybrid (τ=0.72),0.847245,0.816537,0.009321,0.963756,0.011415,0.001406,22,25
3,11,sensitive information disclosure in cloud metadata service,taumode (τ=0.42),0.902762,0.859350,0.012661,0.951913,0.014733,0.002012,22,25
3,12,unsafe deserialization in Java RMI service,Cosine (τ=1.0),0.779142,0.768489,0.002764,0.986328,0.003596,0.000476,22,25
3,12,unsafe deserialization in Java RMI service,hybrid (τ=0.72),0.826300,0.815885,0.002946,0.987396,0.003611,0.000457,22,25
3,12,unsafe deserialization in Java RMI service,taumode (τ=0.42),0.895914,0.887735,0.001825,0.990871,0.002055,0.000287,22,25
3,13,improper certificate validation in mobile banking application,Cosine (τ=1.0),0.870028,0.852956,0.003607,0.980377,0.004229,0.000561,22,25
3,13,improper certificate validation in mobile banking application,hybrid (τ=0.72),0.873170,0.858004,0.004304,0.982631,0.005016,0.000612,22,25
3,13,improper certificate validation in mobile banking application,taumode (τ=0.42),0.917122,0.909558,0.003099,0.991753,0.003408,0.000502,22,25
