head_k,query_id,query_text,tau_method,head_mean,tail_mean,tail_std,tail_to_head_ratio,tail_cv,tail_decay_rate,n_tail_items,total_items
10,32,arbitrary file upload leading to remote code execution,Cosine (τ=1.0),0.868966,0.861846,0.001243,0.991807,0.001442,0.000292,15,25
10,32,arbitrary file upload leading to remote code execution,hybrid (τ=0.72),0.878970,0.869566,0.001815,0.989301,0.002088,0.000339,15,25
10,32,arbitrary file upload leading to remote code execution,taumode (τ=0.42),0.924706,0.916914,0.001367,0.991574,0.001491,0.000297,15,25
10,33,open redirect in single sign-on logout flow,Cosine (τ=1.0),0.877835,0.871110,0.001374,0.992339,0.001578,0.000291,15,25
10,33,open redirect in single sign-on logout flow,hybrid (τ=0.72),0.879714,0.864508,0.002289,0.982714,0.002648,0.000573,15,25
10,33,open redirect in single sign-on logout flow,taumode (τ=0.42),0.921617,0.910589,0.002710,0.988034,0.002976,0.000603,15,25
10,34,cross-tenant data exposure in multi-tenant storage service,Cosine (τ=1.0),0.871636,0.863664,0.001186,0.990854,0.001373,0.000240,15,25
10,34,cross-tenant data exposure in multi-tenant storage service,hybrid (τ=0.72),0.906106,0.901502,0.000885,0.994919,0.000982,0.000191,15,25
10,34,cross-tenant data exposure in multi-tenant storage service,taumode (τ=0.42),0.945126,0.942440,0.000550,0.997158,0.000584,0.000125,15,25
10,35,stack-based buffer overflow in DHCP client,Cosine (τ=1.0),0.735704,0.728506,0.001851,0.990216,0.002541,0.000379,15,25
10,35,stack-based buffer overflow in DHCP client,hybrid (τ=0.72),0.800810,0.795592,0.001258,0.993485,0.001581,0.000260,15,25
10,35,stack-based buffer overflow in DHCP client,taumode (τ=0.42),0.873467,0.869760,0.000750,0.995757,0.000862,0.000171,15,25
10,36,server-side request forgery SSRF in URL preview feature,Cosine (τ=1.0),0.864636,0.857074,0.001002,0.991254,0.001169,0.000219,15,25
10,36,server-side request forgery SSRF in URL preview feature,hybrid (τ=0.72),0.894527,0.887448,0.001664,0.992087,0.001875,0.000366,15,25
10,36,server-side request forgery SSRF in URL preview feature,taumode (τ=0.42),0.933913,0.927841,0.001400,0.993498,0.001509,0.000284,15,25
10,37,NoSQL injection in user search API,Cosine (τ=1.0),0.837890,0.833302,0.001017,0.994525,0.001221,0.000304,15,25
10,37,NoSQL injection in user search API,hybrid (τ=0.72),0.883251,0.879947,0.000726,0.996260,0.000825,0.000217,15,25
10,37,NoSQL injection in user search API,taumode (τ=0.42),0.931852,0.929924,0.000414,0.997931,0.000445,0.000124,15,25
10,38,improper input validation in SAML assertion processing,Cosine (τ=1.0),0.794831,0.780991,0.003091,0.982588,0.003958,0.000617,15,25
10,38,improper input validation in SAML assertion processing,hybrid (τ=0.72),0.823467,0.809358,0.002508,0.982866,0.003098,0.000604,15,25
10,38,improper input validation in SAML assertion processing,taumode (τ=0.42),0.887803,0.880306,0.001292,0.991556,0.001467,0.000283,15,25
10,39,denial of service via malformed network packets,Cosine (τ=1.0),0.892155,0.886498,0.000793,0.993659,0.000894,0.000162,15,25
10,39,denial of service via malformed network packets,hybrid (τ=0.72),0.909118,0.905042,0.000763,0.995516,0.000843,0.000158,15,25
10,39,denial of service via malformed network packets,taumode (τ=0.42),0.939334,0.933099,0.000844,0.993363,0.000905,0.000155,15,25
10,40,remote code execution in ERP web component,Cosine (τ=1.0),0.858032,0.852786,0.000961,0.993886,0.001126,0.000174,15,25
10,40,remote code execution in ERP web component,hybrid (τ=0.72),0.897550,0.893852,0.000660,0.995880,0.000738,0.000122,15,25
10,40,remote code execution in ERP web component,taumode (τ=0.42),0.940221,0.938052,0.000380,0.997693,0.000405,0.000070,15,25
10,41,null pointer dereference in Bluetooth service,Cosine (τ=1.0),0.853281,0.843849,0.001362,0.988947,0.001614,0.000299,15,25
10,41,null pointer dereference in Bluetooth service,hybrid (τ=0.72),0.863938,0.852003,0.002338,0.986186,0.002745,0.000526,15,25
10,41,null pointer dereference in Bluetooth service,taumode (τ=0.42),0.914442,0.905396,0.002808,0.990107,0.003101,0.000546,15,25
10,42,stored cross-site scripting XSS in user profile page,Cosine (τ=1.0),0.869666,0.866008,0.001171,0.995795,0.001352,0.000265,15,25
10,42,stored cross-site scripting XSS in user profile page,hybrid (τ=0.72),0.906039,0.903101,0.000750,0.996757,0.000830,0.000183,15,25
10,42,stored cross-site scripting XSS in user profile page,taumode (τ=0.42),0.945142,0.943435,0.000444,0.998194,0.000470,0.000108,15,25
10,43,format string vulnerability in logging daemon,Cosine (τ=1.0),0.844366,0.835209,0.001177,0.989156,0.001409,0.000256,15,25
10,43,format string vulnerability in logging daemon,hybrid (τ=0.72),0.887183,0.880938,0.000877,0.992960,0.000995,0.000192,15,25
10,43,format string vulnerability in logging daemon,taumode (τ=0.42),0.934112,0.930457,0.000498,0.996087,0.000535,0.000107,15,25
10,44,cross-site request forgery CSRF in admin password change form,Cosine (τ=1.0),0.886337,0.879574,0.001358,0.992369,0.001544,0.000347,15,25
10,44,cross-site request forgery CSRF in admin password change form,hybrid (τ=0.72),0.874275,0.866752,0.001476,0.991395,0.001703,0.000348,15,25
10,44,cross-site request forgery CSRF in admin password change form,taumode (τ=0.42),0.921464,0.916652,0.001192,0.994778,0.001300,0.000276,15,25
10,45,authenticated arbitrary file read path traversal,Cosine (τ=1.0),0.857154,0.846272,0.001978,0.987304,0.002337,0.000416,15,25
10,45,authenticated arbitrary file read path traversal,hybrid (τ=0.72),0.895450,0.888681,0.001628,0.992440,0.001832,0.000359,15,25
10,45,authenticated arbitrary file read path traversal,taumode (τ=0.42),0.938802,0.934789,0.000926,0.995726,0.000991,0.000207,15,25
10,46,OS command injection in diagnostic CGI script,Cosine (τ=1.0),0.839581,0.833677,0.001000,0.992968,0.001200,0.000201,15,25
10,46,OS command injection in diagnostic CGI script,hybrid (τ=0.72),0.884466,0.880084,0.000777,0.995046,0.000883,0.000161,15,25
10,46,OS command injection in diagnostic CGI script,taumode (τ=0.42),0.932557,0.930002,0.000467,0.997260,0.000502,0.000094,15,25
10,47,improper neutralization of CRLF in mail gateway,Cosine (τ=1.0),0.875259,0.868151,0.002248,0.991879,0.002590,0.000442,15,25
10,47,improper neutralization of CRLF in mail gateway,hybrid (τ=0.72),0.891883,0.885334,0.001334,0.992657,0.001507,0.000263,15,25
10,47,improper neutralization of CRLF in mail gateway,taumode (τ=0.42),0.932305,0.927690,0.000999,0.995050,0.001077,0.000203,15,25
10,48,directory traversal in backup restore endpoint,Cosine (τ=1.0),0.787000,0.778105,0.000993,0.988697,0.001276,0.000220,15,25
10,48,directory traversal in backup restore endpoint,hybrid (τ=0.72),0.846579,0.839901,0.000874,0.992112,0.001040,0.000203,15,25
10,48,directory traversal in backup restore endpoint,taumode (τ=0.42),0.910413,0.906539,0.000520,0.995744,0.000574,0.000119,15,25
10,49,SQL injection in login endpoint,Cosine (τ=1.0),0.811413,0.801511,0.002612,0.987796,0.003259,0.000528,15,25
10,49,SQL injection in login endpoint,hybrid (τ=0.72),0.849003,0.837453,0.001453,0.986396,0.001735,0.000324,15,25
10,49,SQL injection in login endpoint,taumode (τ=0.42),0.905246,0.897738,0.001429,0.991706,0.001592,0.000306,15,25
10,50,command injection in router web administration interface,Cosine (τ=1.0),0.812496,0.802440,0.002811,0.987624,0.003504,0.000683,15,25
10,50,command injection in router web administration interface,hybrid (τ=0.72),0.831093,0.823857,0.001643,0.991293,0.001994,0.000381,15,25
10,50,command injection in router web administration interface,taumode (τ=0.42),0.893553,0.885427,0.001910,0.990905,0.002157,0.000387,15,25
